2017-01-03 15:03:12 GameBoard.<init>()	Hello World!
2017-01-03 15:03:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:13 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:13 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:13 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:13 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:13 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:13 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:13 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:14 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:14 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:14 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:14 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:14 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:14 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:14 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:14 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:14 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:14 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:15 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:15 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:15 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:15 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:15 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:15 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:15 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:15 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:15 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:16 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:16 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:16 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:16 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:16 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:16 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:16 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:16 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:16 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:16 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:16 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:16 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:16 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:16 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:16 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:16 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:16 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:16 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:16 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:16 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:16 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 15:03:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 15:03:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 15:03:21 QueryProlog.haveIWon()	have_I_won(a). failed
