2017-01-03 14:58:16 GameBoard.<init>()	Hello World!
2017-01-03 14:58:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:17 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:17 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:17 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:17 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:18 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:18 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:18 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:19 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:19 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:19 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:20 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:20 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:20 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:21 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:21 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:21 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:21 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:21 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:21 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:21 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:21 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:21 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:21 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:21 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:21 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:21 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:21 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:21 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:21 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:21 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:21 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:21 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:21 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:21 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:22 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:22 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:22 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:22 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:22 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:22 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:22 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:22 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:22 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:22 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:22 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:22 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:22 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:22 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:22 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:22 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:22 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:22 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:22 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:23 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:23 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:23 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:23 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:23 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:23 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:23 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:23 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:23 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:23 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:23 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:23 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:23 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:23 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:23 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:23 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:23 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:23 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:23 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:23 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:23 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:24 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:24 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:24 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:24 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:24 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:24 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:24 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:24 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:24 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:24 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:24 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:24 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:24 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:24 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:24 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:24 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:24 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:24 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:24 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:24 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:24 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:24 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:24 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:24 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:24 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-03 14:58:24 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-03 14:58:24 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-03 14:58:24 GameBoard.setupTreasurePanel()	1 1
2017-01-03 14:58:24 QueryProlog.haveIWon()	have_I_won(a). failed
