2017-01-02 19:50:36 GameBoard.<init>()	Hello World!
2017-01-02 19:50:37 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:37 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:37 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:37 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:37 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:37 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:37 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:37 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:37 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:37 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:38 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:38 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:38 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:38 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:38 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:38 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:38 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:38 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:38 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:38 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:38 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:38 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:38 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:38 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:38 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:38 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:38 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:38 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:38 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:38 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:38 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:39 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:39 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:39 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:39 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:39 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:39 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:39 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:39 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:39 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:39 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:39 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:39 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:39 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:39 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:39 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:39 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:39 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:39 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:39 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:39 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:39 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:40 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:40 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:40 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:40 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:40 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:40 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:40 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:40 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:40 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:40 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:40 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:40 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:40 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:40 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:40 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:40 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:40 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:40 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:40 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:40 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:40 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:41 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:41 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:41 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:41 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:41 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:41 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:41 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:41 GameBoard.setupTreasurePanel()	1 1
2017-01-02 19:50:41 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 19:50:41 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 19:50:41 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 19:50:41 GameBoard.setupTreasurePanel()	1 1
