2017-01-02 20:06:42 GameBoard.<init>()	Hello World!
2017-01-02 20:06:43 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:43 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:43 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:43 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:43 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:43 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:43 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:43 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:43 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:43 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:43 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:43 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:44 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:44 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:44 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:44 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:44 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:44 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:44 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:44 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:44 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:44 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:44 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:44 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:44 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:44 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:44 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:44 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:44 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:44 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:44 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:45 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:45 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:45 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:45 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:45 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:45 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:45 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:45 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:45 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:45 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:45 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:45 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:45 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:45 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:45 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:45 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:45 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:45 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:45 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:45 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:45 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:46 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:46 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:46 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:46 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:46 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:46 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:46 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:46 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:46 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:46 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:46 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:46 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:46 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:46 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:46 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:46 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:46 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:46 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:46 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:46 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:46 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:47 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:47 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:47 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:47 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:47 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:47 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:47 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:47 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:47 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:47 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:47 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:47 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:47 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:47 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:47 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:47 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:47 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:47 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:47 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:47 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:47 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:48 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:48 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:48 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:48 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:48 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:48 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:48 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:48 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:48 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:48 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:48 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:48 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:48 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:48 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:48 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:48 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:48 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:48 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:48 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:48 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:48 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:49 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:49 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:49 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:49 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:49 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:49 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:49 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:49 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:49 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:49 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:50 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:50 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:50 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:50 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:50 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:50 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-02 20:06:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-02 20:06:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-02 20:06:50 GameBoard.setupTreasurePanel()	1 1
2017-01-02 20:06:50 QueryProlog.haveIWon()	have_I_won(a). failed
