2017-01-05 20:47:11 GameBoard.<init>()	Hello World!
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	adding candle
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	adding ring
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	adding map
2017-01-05 20:47:12 QueryProlog.getTreasureList()	get_treasure_list(b,List). suceeded
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	adding gold
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	adding fairy
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	adding book
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	adding gem
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	adding helmet
2017-01-05 20:47:12 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:12 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:12 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:12 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:12 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:12 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:12 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:12 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:12 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:12 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:13 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:13 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:13 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:13 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:13 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:13 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:13 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:13 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:13 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:13 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:13 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:13 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:14 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:14 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:14 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:14 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:14 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:14 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:14 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:14 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:14 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:14 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:14 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:14 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:15 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:15 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:15 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:15 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:15 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:15 GameBoard.setupTreasurePanel()	1 1
2017-01-05 20:47:15 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 20:47:15 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 20:47:15 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 20:47:15 GameBoard.setupTreasurePanel()	1 1
