2017-01-05 12:04:47 GameBoard.<init>()	Hello World!
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:49 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:49 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:49 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:49 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:49 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:49 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:49 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:49 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:49 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:49 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:50 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:50 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:50 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:50 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:50 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:50 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:50 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:50 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:50 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:50 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:50 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:50 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:51 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:51 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:51 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:51 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:51 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:51 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:51 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:51 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:51 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:51 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:51 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:51 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:51 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:51 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:51 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:51 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:51 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:51 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:51 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:51 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:51 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:52 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:52 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:52 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:52 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:52 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:52 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:52 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:52 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:52 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:52 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:52 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:52 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:52 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:52 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:52 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:52 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:52 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:52 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:52 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:52 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:52 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:53 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:53 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:53 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:53 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:53 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:53 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:53 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:53 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:53 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:53 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:53 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:53 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:53 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:53 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:53 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:53 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:53 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:53 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:04:53 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:04:53 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:04:53 GameBoard.setupTreasurePanel()	1 1
