2017-01-04 15:55:26 GameBoard.<init>()	Hello World!
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	adding helmet
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	adding ring
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	adding book
2017-01-04 15:55:27 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:27 QueryProlog.getTreasureList()	get_treasure_list(a,List). suceeded
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	adding gem
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	adding keys
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	adding crown
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	adding sword
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	adding gold
2017-01-04 15:55:27 QueryProlog.getTreasureList()	get_treasure_list(b,List). suceeded
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	adding chest
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	adding candle
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	adding helmet
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	adding ring
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	adding book
2017-01-04 15:55:27 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:27 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:27 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:27 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:27 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:27 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:27 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:27 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:27 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:27 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:28 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:28 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:28 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:28 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:28 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:28 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:28 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:28 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:28 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:28 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:28 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:28 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:28 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:28 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:28 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:28 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:28 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:28 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:28 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:29 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:29 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:29 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:29 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:29 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:29 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:29 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:29 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:29 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:29 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:29 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:29 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:29 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:29 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:29 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:29 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:29 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:29 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:29 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:29 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:29 GameBoard.setupTreasurePanel()	1 1
2017-01-04 15:55:30 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-04 15:55:30 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-04 15:55:30 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-04 15:55:30 GameBoard.setupTreasurePanel()	1 1
