2017-01-05 12:03:01 GameBoard.<init>()	Hello World!
2017-01-05 12:03:04 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:04 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:04 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:04 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:04 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:04 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:04 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:04 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:04 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:04 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:04 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:04 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:04 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:04 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:04 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:04 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:04 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:04 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:04 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:04 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:04 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:04 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:04 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:04 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:04 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:04 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:04 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:04 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:04 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:05 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:05 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:05 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:05 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:05 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:05 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:05 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:05 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:05 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:05 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:05 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:05 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:05 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:05 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:05 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:05 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:05 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:05 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:05 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:05 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:05 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:06 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:06 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:06 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:06 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:06 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:06 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:06 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:06 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:06 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:06 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:06 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:06 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:06 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:06 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:06 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:06 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:06 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:06 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:06 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:06 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:06 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:07 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:07 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:07 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:07 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:07 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:07 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:07 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:07 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:07 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:07 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:07 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:07 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:07 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:07 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:07 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:07 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:07 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:07 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:07 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:07 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:07 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:08 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:08 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:08 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:08 GameBoard.setupTreasurePanel()	1 1
2017-01-05 12:03:08 QueryProlog.haveIWon()	have_I_won(a). failed
2017-01-05 12:03:08 QueryProlog.getTreasurePositions()	treasure_index(a,Index). suceeded
2017-01-05 12:03:08 QueryProlog.getTreasurePositions()	treasure_index(b,Index). suceeded
2017-01-05 12:03:08 GameBoard.setupTreasurePanel()	1 1
